onset,terminus,tail,head,onset.censored,terminus.censored,duration,edge.id
1006384677,1006384677,39,39,FALSE,FALSE,0,2
1006889345,1006889345,39,39,FALSE,FALSE,0,2
1008954595,1008954595,39,39,FALSE,FALSE,0,2
1009467395,1009467395,39,39,FALSE,FALSE,0,2
1010003954,1010003954,39,39,FALSE,FALSE,0,2
984642180,984642180,52,67,FALSE,FALSE,0,3
986233440,986233440,52,67,FALSE,FALSE,0,3
991795200,991795200,52,67,FALSE,FALSE,0,3
992251200,992251200,52,67,FALSE,FALSE,0,3
984037920,984037920,61,100,FALSE,FALSE,0,4
985783200,985783200,61,100,FALSE,FALSE,0,4
985822800,985822800,61,100,FALSE,FALSE,0,4
986212380,986212380,61,100,FALSE,FALSE,0,4
986248380,986248380,61,100,FALSE,FALSE,0,4
986297040,986297040,61,100,FALSE,FALSE,0,4
986535780,986535780,61,100,FALSE,FALSE,0,4
987434520,987434520,61,100,FALSE,FALSE,0,4
987470520,987470520,61,100,FALSE,FALSE,0,4
971419440,971419440,61,163,FALSE,FALSE,0,5
971423400,971423400,61,163,FALSE,FALSE,0,5
982559520,982559520,61,163,FALSE,FALSE,0,5
983421060,983421060,61,163,FALSE,FALSE,0,5
971419440,971419440,61,166,FALSE,FALSE,0,6
971423400,971423400,61,166,FALSE,FALSE,0,6
981355020,981355020,61,166,FALSE,FALSE,0,6
982559520,982559520,61,166,FALSE,FALSE,0,6
983426820,983426820,61,166,FALSE,FALSE,0,6
971419440,971419440,61,170,FALSE,FALSE,0,7
971423400,971423400,61,170,FALSE,FALSE,0,7
941094480,941094480,64,59,FALSE,FALSE,0,8
963330540,963330540,64,59,FALSE,FALSE,0,8
963821940,963821940,64,59,FALSE,FALSE,0,8
964427640,964427640,64,59,FALSE,FALSE,0,8
965665380,965665380,64,59,FALSE,FALSE,0,8
965807640,965807640,64,59,FALSE,FALSE,0,8
965891520,965891520,64,59,FALSE,FALSE,0,8
965893560,965893560,64,59,FALSE,FALSE,0,8
966010200,966010200,64,59,FALSE,FALSE,0,8
966439320,966439320,64,59,FALSE,FALSE,0,8
966591000,966591000,64,59,FALSE,FALSE,0,8
967533900,967533900,64,59,FALSE,FALSE,0,8
967534080,967534080,64,59,FALSE,FALSE,0,8
967534260,967534260,64,59,FALSE,FALSE,0,8
967534380,967534380,64,59,FALSE,FALSE,0,8
967552860,967552860,64,59,FALSE,FALSE,0,8
967553880,967553880,64,59,FALSE,FALSE,0,8
967558140,967558140,64,59,FALSE,FALSE,0,8
967564200,967564200,64,59,FALSE,FALSE,0,8
967621500,967621500,64,59,FALSE,FALSE,0,8
967623420,967623420,64,59,FALSE,FALSE,0,8
967719480,967719480,64,59,FALSE,FALSE,0,8
967720020,967720020,64,59,FALSE,FALSE,0,8
967731300,967731300,64,59,FALSE,FALSE,0,8
967738680,967738680,64,59,FALSE,FALSE,0,8
967745220,967745220,64,59,FALSE,FALSE,0,8
967746660,967746660,64,59,FALSE,FALSE,0,8
967803720,967803720,64,59,FALSE,FALSE,0,8
967804200,967804200,64,59,FALSE,FALSE,0,8
967804860,967804860,64,59,FALSE,FALSE,0,8
967805760,967805760,64,59,FALSE,FALSE,0,8
967808520,967808520,64,59,FALSE,FALSE,0,8
967821240,967821240,64,59,FALSE,FALSE,0,8
968149200,968149200,64,59,FALSE,FALSE,0,8
968152020,968152020,64,59,FALSE,FALSE,0,8
968157180,968157180,64,59,FALSE,FALSE,0,8
968166600,968166600,64,59,FALSE,FALSE,0,8
968239140,968239140,64,59,FALSE,FALSE,0,8
968254560,968254560,64,59,FALSE,FALSE,0,8
968262660,968262660,64,59,FALSE,FALSE,0,8
968264580,968264580,64,59,FALSE,FALSE,0,8
968333220,968333220,64,59,FALSE,FALSE,0,8
968334840,968334840,64,59,FALSE,FALSE,0,8
968402580,968402580,64,59,FALSE,FALSE,0,8
968402760,968402760,64,59,FALSE,FALSE,0,8
968406720,968406720,64,59,FALSE,FALSE,0,8
968407380,968407380,64,59,FALSE,FALSE,0,8
968604300,968604300,64,59,FALSE,FALSE,0,8
968788200,968788200,64,59,FALSE,FALSE,0,8
968788560,968788560,64,59,FALSE,FALSE,0,8
968833380,968833380,64,59,FALSE,FALSE,0,8
968838480,968838480,64,59,FALSE,FALSE,0,8
968858520,968858520,64,59,FALSE,FALSE,0,8
968873760,968873760,64,59,FALSE,FALSE,0,8
968918040,968918040,64,59,FALSE,FALSE,0,8
968918760,968918760,64,59,FALSE,FALSE,0,8
968932080,968932080,64,59,FALSE,FALSE,0,8
968933220,968933220,64,59,FALSE,FALSE,0,8
968933460,968933460,64,59,FALSE,FALSE,0,8
968934660,968934660,64,59,FALSE,FALSE,0,8
968943540,968943540,64,59,FALSE,FALSE,0,8
969013140,969013140,64,59,FALSE,FALSE,0,8
969035100,969035100,64,59,FALSE,FALSE,0,8
969268260,969268260,64,59,FALSE,FALSE,0,8
969268320,969268320,64,59,FALSE,FALSE,0,8
969268500,969268500,64,59,FALSE,FALSE,0,8
969284880,969284880,64,59,FALSE,FALSE,0,8
969427800,969427800,64,59,FALSE,FALSE,0,8
969531300,969531300,64,59,FALSE,FALSE,0,8
969619200,969619200,64,59,FALSE,FALSE,0,8
969644640,969644640,64,59,FALSE,FALSE,0,8
969866760,969866760,64,59,FALSE,FALSE,0,8
969878940,969878940,64,59,FALSE,FALSE,0,8
969886200,969886200,64,59,FALSE,FALSE,0,8
969966360,969966360,64,59,FALSE,FALSE,0,8
970051380,970051380,64,59,FALSE,FALSE,0,8
970134480,970134480,64,59,FALSE,FALSE,0,8
970138140,970138140,64,59,FALSE,FALSE,0,8
970138320,970138320,64,59,FALSE,FALSE,0,8
970211640,970211640,64,59,FALSE,FALSE,0,8
970218780,970218780,64,59,FALSE,FALSE,0,8
970238640,970238640,64,59,FALSE,FALSE,0,8
970239960,970239960,64,59,FALSE,FALSE,0,8
970493220,970493220,64,59,FALSE,FALSE,0,8
970501380,970501380,64,59,FALSE,FALSE,0,8
970641900,970641900,64,59,FALSE,FALSE,0,8
970693320,970693320,64,59,FALSE,FALSE,0,8
970693920,970693920,64,59,FALSE,FALSE,0,8
970739640,970739640,64,59,FALSE,FALSE,0,8
970748940,970748940,64,59,FALSE,FALSE,0,8
970754100,970754100,64,59,FALSE,FALSE,0,8
970765500,970765500,64,59,FALSE,FALSE,0,8
970815300,970815300,64,59,FALSE,FALSE,0,8
970815420,970815420,64,59,FALSE,FALSE,0,8
970816320,970816320,64,59,FALSE,FALSE,0,8
970822740,970822740,64,59,FALSE,FALSE,0,8
970823520,970823520,64,59,FALSE,FALSE,0,8
970823940,970823940,64,59,FALSE,FALSE,0,8
970834260,970834260,64,59,FALSE,FALSE,0,8
970837320,970837320,64,59,FALSE,FALSE,0,8
970843620,970843620,64,59,FALSE,FALSE,0,8
970903740,970903740,64,59,FALSE,FALSE,0,8
971078040,971078040,64,59,FALSE,FALSE,0,8
971078220,971078220,64,59,FALSE,FALSE,0,8
971089080,971089080,64,59,FALSE,FALSE,0,8
971089740,971089740,64,59,FALSE,FALSE,0,8
971097840,971097840,64,59,FALSE,FALSE,0,8
971098560,971098560,64,59,FALSE,FALSE,0,8
971105820,971105820,64,59,FALSE,FALSE,0,8
971171760,971171760,64,59,FALSE,FALSE,0,8
971175960,971175960,64,59,FALSE,FALSE,0,8
971176560,971176560,64,59,FALSE,FALSE,0,8
971187240,971187240,64,59,FALSE,FALSE,0,8
971191020,971191020,64,59,FALSE,FALSE,0,8
971258520,971258520,64,59,FALSE,FALSE,0,8
971265240,971265240,64,59,FALSE,FALSE,0,8
971277720,971277720,64,59,FALSE,FALSE,0,8
971279400,971279400,64,59,FALSE,FALSE,0,8
971280600,971280600,64,59,FALSE,FALSE,0,8
971335920,971335920,64,59,FALSE,FALSE,0,8
971344320,971344320,64,59,FALSE,FALSE,0,8
971345700,971345700,64,59,FALSE,FALSE,0,8
971352420,971352420,64,59,FALSE,FALSE,0,8
971437620,971437620,64,59,FALSE,FALSE,0,8
971446620,971446620,64,59,FALSE,FALSE,0,8
971449860,971449860,64,59,FALSE,FALSE,0,8
971715240,971715240,64,59,FALSE,FALSE,0,8
971767680,971767680,64,59,FALSE,FALSE,0,8
971859300,971859300,64,59,FALSE,FALSE,0,8
971887200,971887200,64,59,FALSE,FALSE,0,8
971954160,971954160,64,59,FALSE,FALSE,0,8
971960280,971960280,64,59,FALSE,FALSE,0,8
972028560,972028560,64,59,FALSE,FALSE,0,8
972037560,972037560,64,59,FALSE,FALSE,0,8
972382800,972382800,64,59,FALSE,FALSE,0,8
972398460,972398460,64,59,FALSE,FALSE,0,8
972403140,972403140,64,59,FALSE,FALSE,0,8
972464220,972464220,64,59,FALSE,FALSE,0,8
972634800,972634800,64,59,FALSE,FALSE,0,8
972749520,972749520,64,59,FALSE,FALSE,0,8
972750180,972750180,64,59,FALSE,FALSE,0,8
972980880,972980880,64,59,FALSE,FALSE,0,8
973066500,973066500,64,59,FALSE,FALSE,0,8
973073820,973073820,64,59,FALSE,FALSE,0,8
973079520,973079520,64,59,FALSE,FALSE,0,8
973080000,973080000,64,59,FALSE,FALSE,0,8
973242900,973242900,64,59,FALSE,FALSE,0,8
973251900,973251900,64,59,FALSE,FALSE,0,8
973346700,973346700,64,59,FALSE,FALSE,0,8
973346760,973346760,64,59,FALSE,FALSE,0,8
973347540,973347540,64,59,FALSE,FALSE,0,8
973347780,973347780,64,59,FALSE,FALSE,0,8
973497660,973497660,64,59,FALSE,FALSE,0,8
973501680,973501680,64,59,FALSE,FALSE,0,8
973504560,973504560,64,59,FALSE,FALSE,0,8
973506660,973506660,64,59,FALSE,FALSE,0,8
973517100,973517100,64,59,FALSE,FALSE,0,8
973526820,973526820,64,59,FALSE,FALSE,0,8
973582440,973582440,64,59,FALSE,FALSE,0,8
973584060,973584060,64,59,FALSE,FALSE,0,8
973592340,973592340,64,59,FALSE,FALSE,0,8
973594500,973594500,64,59,FALSE,FALSE,0,8
973594740,973594740,64,59,FALSE,FALSE,0,8
973599960,973599960,64,59,FALSE,FALSE,0,8
973610460,973610460,64,59,FALSE,FALSE,0,8
973670640,973670640,64,59,FALSE,FALSE,0,8
973692420,973692420,64,59,FALSE,FALSE,0,8
973788660,973788660,64,59,FALSE,FALSE,0,8
973848060,973848060,64,59,FALSE,FALSE,0,8
973850580,973850580,64,59,FALSE,FALSE,0,8
974100180,974100180,64,59,FALSE,FALSE,0,8
974100480,974100480,64,59,FALSE,FALSE,0,8
974109120,974109120,64,59,FALSE,FALSE,0,8
974186460,974186460,64,59,FALSE,FALSE,0,8
974187660,974187660,64,59,FALSE,FALSE,0,8
974268060,974268060,64,59,FALSE,FALSE,0,8
974273280,974273280,64,59,FALSE,FALSE,0,8
974273820,974273820,64,59,FALSE,FALSE,0,8
974305860,974305860,64,59,FALSE,FALSE,0,8
974306700,974306700,64,59,FALSE,FALSE,0,8
974364180,974364180,64,59,FALSE,FALSE,0,8
974368800,974368800,64,59,FALSE,FALSE,0,8
974388840,974388840,64,59,FALSE,FALSE,0,8
974392440,974392440,64,59,FALSE,FALSE,0,8
974447940,974447940,64,59,FALSE,FALSE,0,8
974459160,974459160,64,59,FALSE,FALSE,0,8
974460960,974460960,64,59,FALSE,FALSE,0,8
974703720,974703720,64,59,FALSE,FALSE,0,8
974712060,974712060,64,59,FALSE,FALSE,0,8
974719200,974719200,64,59,FALSE,FALSE,0,8
974724960,974724960,64,59,FALSE,FALSE,0,8
974735820,974735820,64,59,FALSE,FALSE,0,8
974790780,974790780,64,59,FALSE,FALSE,0,8
974822760,974822760,64,59,FALSE,FALSE,0,8
974875920,974875920,64,59,FALSE,FALSE,0,8
974875980,974875980,64,59,FALSE,FALSE,0,8
974876040,974876040,64,59,FALSE,FALSE,0,8
974877120,974877120,64,59,FALSE,FALSE,0,8
974881140,974881140,64,59,FALSE,FALSE,0,8
974901300,974901300,64,59,FALSE,FALSE,0,8
975405540,975405540,64,59,FALSE,FALSE,0,8
975407400,975407400,64,59,FALSE,FALSE,0,8
975407760,975407760,64,59,FALSE,FALSE,0,8
975484740,975484740,64,59,FALSE,FALSE,0,8
975495360,975495360,64,59,FALSE,FALSE,0,8
975572340,975572340,64,59,FALSE,FALSE,0,8
975574140,975574140,64,59,FALSE,FALSE,0,8
975584460,975584460,64,59,FALSE,FALSE,0,8
975584880,975584880,64,59,FALSE,FALSE,0,8
975597360,975597360,64,59,FALSE,FALSE,0,8
975681060,975681060,64,59,FALSE,FALSE,0,8
975688500,975688500,64,59,FALSE,FALSE,0,8
975925320,975925320,64,59,FALSE,FALSE,0,8
975932460,975932460,64,59,FALSE,FALSE,0,8
975945420,975945420,64,59,FALSE,FALSE,0,8
976176480,976176480,64,59,FALSE,FALSE,0,8
976180380,976180380,64,59,FALSE,FALSE,0,8
976192620,976192620,64,59,FALSE,FALSE,0,8
976268880,976268880,64,59,FALSE,FALSE,0,8
976519200,976519200,64,59,FALSE,FALSE,0,8
976525140,976525140,64,59,FALSE,FALSE,0,8
976533300,976533300,64,59,FALSE,FALSE,0,8
976616220,976616220,64,59,FALSE,FALSE,0,8
976616340,976616340,64,59,FALSE,FALSE,0,8
976621200,976621200,64,59,FALSE,FALSE,0,8
976624560,976624560,64,59,FALSE,FALSE,0,8
976625100,976625100,64,59,FALSE,FALSE,0,8
976631820,976631820,64,59,FALSE,FALSE,0,8
976636800,976636800,64,59,FALSE,FALSE,0,8
976698240,976698240,64,59,FALSE,FALSE,0,8
976700880,976700880,64,59,FALSE,FALSE,0,8
976703460,976703460,64,59,FALSE,FALSE,0,8
976782240,976782240,64,59,FALSE,FALSE,0,8
976782660,976782660,64,59,FALSE,FALSE,0,8
976797120,976797120,64,59,FALSE,FALSE,0,8
976797360,976797360,64,59,FALSE,FALSE,0,8
976813920,976813920,64,59,FALSE,FALSE,0,8
977129520,977129520,64,59,FALSE,FALSE,0,8
977148480,977148480,64,59,FALSE,FALSE,0,8
977156520,977156520,64,59,FALSE,FALSE,0,8
977216940,977216940,64,59,FALSE,FALSE,0,8
977217780,977217780,64,59,FALSE,FALSE,0,8
977219760,977219760,64,59,FALSE,FALSE,0,8
977296980,977296980,64,59,FALSE,FALSE,0,8
977300580,977300580,64,59,FALSE,FALSE,0,8
977304660,977304660,64,59,FALSE,FALSE,0,8
977304840,977304840,64,59,FALSE,FALSE,0,8
977313540,977313540,64,59,FALSE,FALSE,0,8
977313840,977313840,64,59,FALSE,FALSE,0,8
977321580,977321580,64,59,FALSE,FALSE,0,8
977324040,977324040,64,59,FALSE,FALSE,0,8
977332560,977332560,64,59,FALSE,FALSE,0,8
977392680,977392680,64,59,FALSE,FALSE,0,8
977415240,977415240,64,59,FALSE,FALSE,0,8
977482020,977482020,64,59,FALSE,FALSE,0,8
977818260,977818260,64,59,FALSE,FALSE,0,8
977818860,977818860,64,59,FALSE,FALSE,0,8
977832900,977832900,64,59,FALSE,FALSE,0,8
977846700,977846700,64,59,FALSE,FALSE,0,8
977904420,977904420,64,59,FALSE,FALSE,0,8
977939820,977939820,64,59,FALSE,FALSE,0,8
978024960,978024960,64,59,FALSE,FALSE,0,8
978081060,978081060,64,59,FALSE,FALSE,0,8
978170700,978170700,64,59,FALSE,FALSE,0,8
978421020,978421020,64,59,FALSE,FALSE,0,8
978445680,978445680,64,59,FALSE,FALSE,0,8
978504180,978504180,64,59,FALSE,FALSE,0,8
978509580,978509580,64,59,FALSE,FALSE,0,8
978513240,978513240,64,59,FALSE,FALSE,0,8
978513540,978513540,64,59,FALSE,FALSE,0,8
978513900,978513900,64,59,FALSE,FALSE,0,8
978516780,978516780,64,59,FALSE,FALSE,0,8
978517200,978517200,64,59,FALSE,FALSE,0,8
978522780,978522780,64,59,FALSE,FALSE,0,8
978537420,978537420,64,59,FALSE,FALSE,0,8
978537840,978537840,64,59,FALSE,FALSE,0,8
978539340,978539340,64,59,FALSE,FALSE,0,8
978541680,978541680,64,59,FALSE,FALSE,0,8
978541920,978541920,64,59,FALSE,FALSE,0,8
978595320,978595320,64,59,FALSE,FALSE,0,8
978609480,978609480,64,59,FALSE,FALSE,0,8
978627660,978627660,64,59,FALSE,FALSE,0,8
978860880,978860880,64,59,FALSE,FALSE,0,8
978899400,978899400,64,59,FALSE,FALSE,0,8
978982200,978982200,64,59,FALSE,FALSE,0,8
979068600,979068600,64,59,FALSE,FALSE,0,8
979197120,979197120,64,59,FALSE,FALSE,0,8
979200240,979200240,64,59,FALSE,FALSE,0,8
979200660,979200660,64,59,FALSE,FALSE,0,8
979231500,979231500,64,59,FALSE,FALSE,0,8
979232220,979232220,64,59,FALSE,FALSE,0,8
979282800,979282800,64,59,FALSE,FALSE,0,8
979317600,979317600,64,59,FALSE,FALSE,0,8
979317660,979317660,64,59,FALSE,FALSE,0,8
979317900,979317900,64,59,FALSE,FALSE,0,8
979677000,979677000,64,59,FALSE,FALSE,0,8
979677660,979677660,64,59,FALSE,FALSE,0,8
979806720,979806720,64,59,FALSE,FALSE,0,8
979808520,979808520,64,59,FALSE,FALSE,0,8
979809180,979809180,64,59,FALSE,FALSE,0,8
979886700,979886700,64,59,FALSE,FALSE,0,8
979888200,979888200,64,59,FALSE,FALSE,0,8
980020440,980020440,64,59,FALSE,FALSE,0,8
980020860,980020860,64,59,FALSE,FALSE,0,8
980020980,980020980,64,59,FALSE,FALSE,0,8
980061780,980061780,64,59,FALSE,FALSE,0,8
980062200,980062200,64,59,FALSE,FALSE,0,8
980062920,980062920,64,59,FALSE,FALSE,0,8
980156280,980156280,64,59,FALSE,FALSE,0,8
980161740,980161740,64,59,FALSE,FALSE,0,8
980171880,980171880,64,59,FALSE,FALSE,0,8
980172060,980172060,64,59,FALSE,FALSE,0,8
980236080,980236080,64,59,FALSE,FALSE,0,8
980236620,980236620,64,59,FALSE,FALSE,0,8
980236680,980236680,64,59,FALSE,FALSE,0,8
980237820,980237820,64,59,FALSE,FALSE,0,8
980238600,980238600,64,59,FALSE,FALSE,0,8
980238960,980238960,64,59,FALSE,FALSE,0,8
980247840,980247840,64,59,FALSE,FALSE,0,8
980253660,980253660,64,59,FALSE,FALSE,0,8
980258220,980258220,64,59,FALSE,FALSE,0,8
980258520,980258520,64,59,FALSE,FALSE,0,8
980259480,980259480,64,59,FALSE,FALSE,0,8
980262120,980262120,64,59,FALSE,FALSE,0,8
980265420,980265420,64,59,FALSE,FALSE,0,8
980267640,980267640,64,59,FALSE,FALSE,0,8
980320140,980320140,64,59,FALSE,FALSE,0,8
980321940,980321940,64,59,FALSE,FALSE,0,8
980325120,980325120,64,59,FALSE,FALSE,0,8
980333940,980333940,64,59,FALSE,FALSE,0,8
980339220,980339220,64,59,FALSE,FALSE,0,8
980339940,980339940,64,59,FALSE,FALSE,0,8
980404920,980404920,64,59,FALSE,FALSE,0,8
980405340,980405340,64,59,FALSE,FALSE,0,8
980410740,980410740,64,59,FALSE,FALSE,0,8
980416080,980416080,64,59,FALSE,FALSE,0,8
980418720,980418720,64,59,FALSE,FALSE,0,8
980426400,980426400,64,59,FALSE,FALSE,0,8
980427420,980427420,64,59,FALSE,FALSE,0,8
980497260,980497260,64,59,FALSE,FALSE,0,8
980502300,980502300,64,59,FALSE,FALSE,0,8
980507280,980507280,64,59,FALSE,FALSE,0,8
980519100,980519100,64,59,FALSE,FALSE,0,8
980523960,980523960,64,59,FALSE,FALSE,0,8
980525940,980525940,64,59,FALSE,FALSE,0,8
980526300,980526300,64,59,FALSE,FALSE,0,8
980526960,980526960,64,59,FALSE,FALSE,0,8
980670060,980670060,64,59,FALSE,FALSE,0,8
980704860,980704860,64,59,FALSE,FALSE,0,8
980705160,980705160,64,59,FALSE,FALSE,0,8
980761020,980761020,64,59,FALSE,FALSE,0,8
980777640,980777640,64,59,FALSE,FALSE,0,8
980854980,980854980,64,59,FALSE,FALSE,0,8
980917140,980917140,64,59,FALSE,FALSE,0,8
980947380,980947380,64,59,FALSE,FALSE,0,8
980947440,980947440,64,59,FALSE,FALSE,0,8
980947500,980947500,64,59,FALSE,FALSE,0,8
981032340,981032340,64,59,FALSE,FALSE,0,8
981041940,981041940,64,59,FALSE,FALSE,0,8
981134100,981134100,64,59,FALSE,FALSE,0,8
981134220,981134220,64,59,FALSE,FALSE,0,8
981233040,981233040,64,59,FALSE,FALSE,0,8
981356160,981356160,64,59,FALSE,FALSE,0,8
981357300,981357300,64,59,FALSE,FALSE,0,8
981357720,981357720,64,59,FALSE,FALSE,0,8
981380400,981380400,64,59,FALSE,FALSE,0,8
981458820,981458820,64,59,FALSE,FALSE,0,8
981462720,981462720,64,59,FALSE,FALSE,0,8
981491580,981491580,64,59,FALSE,FALSE,0,8
981557460,981557460,64,59,FALSE,FALSE,0,8
981570240,981570240,64,59,FALSE,FALSE,0,8
981616500,981616500,64,59,FALSE,FALSE,0,8
981625560,981625560,64,59,FALSE,FALSE,0,8
981633900,981633900,64,59,FALSE,FALSE,0,8
981635520,981635520,64,59,FALSE,FALSE,0,8
981703440,981703440,64,59,FALSE,FALSE,0,8
981703620,981703620,64,59,FALSE,FALSE,0,8
981705000,981705000,64,59,FALSE,FALSE,0,8
981705180,981705180,64,59,FALSE,FALSE,0,8
981715620,981715620,64,59,FALSE,FALSE,0,8
981717840,981717840,64,59,FALSE,FALSE,0,8
981826500,981826500,64,59,FALSE,FALSE,0,8
981973380,981973380,64,59,FALSE,FALSE,0,8
981981420,981981420,64,59,FALSE,FALSE,0,8
981983220,981983220,64,59,FALSE,FALSE,0,8
982050660,982050660,64,59,FALSE,FALSE,0,8
982121760,982121760,64,59,FALSE,FALSE,0,8
982121880,982121880,64,59,FALSE,FALSE,0,8
982130580,982130580,64,59,FALSE,FALSE,0,8
982132020,982132020,64,59,FALSE,FALSE,0,8
982138560,982138560,64,59,FALSE,FALSE,0,8
982148580,982148580,64,59,FALSE,FALSE,0,8
982165740,982165740,64,59,FALSE,FALSE,0,8
982167780,982167780,64,59,FALSE,FALSE,0,8
982213440,982213440,64,59,FALSE,FALSE,0,8
982213560,982213560,64,59,FALSE,FALSE,0,8
982214100,982214100,64,59,FALSE,FALSE,0,8
982225920,982225920,64,59,FALSE,FALSE,0,8
982249860,982249860,64,59,FALSE,FALSE,0,8
982302540,982302540,64,59,FALSE,FALSE,0,8
982346760,982346760,64,59,FALSE,FALSE,0,8
982346880,982346880,64,59,FALSE,FALSE,0,8
982346940,982346940,64,59,FALSE,FALSE,0,8
982347360,982347360,64,59,FALSE,FALSE,0,8
982347480,982347480,64,59,FALSE,FALSE,0,8
982347600,982347600,64,59,FALSE,FALSE,0,8
982486800,982486800,64,59,FALSE,FALSE,0,8
982657440,982657440,64,59,FALSE,FALSE,0,8
982662240,982662240,64,59,FALSE,FALSE,0,8
982672320,982672320,64,59,FALSE,FALSE,0,8
982684080,982684080,64,59,FALSE,FALSE,0,8
982684380,982684380,64,59,FALSE,FALSE,0,8
